,name,Price,year,kms_driven,fuel_type,company
16890,Toyota Fortuner 2016-2021,3300000,2019,22600,Diesel,Toyota
16891,Maruti A Star,295000,2010,45000,Petrol,Maruti
16892,Tata Tiago 1.2,390000,2017,50000,Petrol,Tata
16893,Maruti Baleno Alpha,710000,2017,34676,Petrol,Maruti
16894,Tata Safari Storme,550000,2013,68192,Diesel,Tata
16895,Maruti Swift VXI,434999,2015,50000,Petrol,Maruti
16896,Ford Endeavour 3.2,2850000,2017,40000,Diesel,Ford
16897,Skoda Rapid 1.6,400000,2014,50900,Petrol,Skoda
16898,Maruti Wagon R,325000,2013,48000,Petrol,Maruti
16899,Maruti Ritz VDi,278000,2011,79850,Diesel,Maruti
16900,Nissan Micra XV,250000,2011,51000,Petrol,Nissan
16901,Honda Amaze VX,790000,2019,2200,Petrol,Honda
16902,BMW 5 Series,1800000,2012,79000,Diesel,BMW
16903,Mercedes-Benz E-Class E250,1230000,2010,126436,Diesel,Mercedes-Benz
16904,Hyundai Santro Xing,220000,2012,106346,Petrol,Hyundai
16905,Toyota Innova 2.5,994999,2013,76000,Diesel,Toyota
16906,Audi A4 2.0,1099000,2011,70000,Diesel,Audi
16907,Hyundai i20 1.4,395000,2012,73000,Diesel,Hyundai
16908,BMW 5 Series,4000000,2018,10002,Diesel,BMW
16909,Maruti Swift AMT,800000,2018,28000,Diesel,Maruti
16910,Maruti Celerio ZXI,509999,2018,21000,Petrol,Maruti
16911,Honda BRV i-VTEC,875000,2017,24783,Petrol,Honda
16912,Skoda Rapid 1.6,625000,2014,49000,Diesel,Skoda
16913,Hyundai i20 Asta,540000,2015,47000,Petrol,Hyundai
16914,Skoda Rapid 1.5,1000000,2019,35000,Diesel,Skoda
16915,Tata Nexon 1.5,894999,2018,43000,Diesel,Tata
16916,Maruti Alto 800,280000,2017,35000,Petrol,Maruti
16917,Toyota Innova Crysta,1600000,2017,110000,Diesel,Toyota
16918,BMW 3 Series,1545000,2015,35000,Diesel,BMW
16919,Toyota Innova 2.5,965000,2014,78000,Diesel,Toyota
16920,Ford Figo 1.5D,270000,2016,70000,Diesel,Ford
16921,Maruti Ignis 1.2,470000,2018,14188,Petrol,Maruti
16922,Maruti Baleno Delta,520000,2017,65000,Petrol,Maruti
16923,Maruti Swift Dzire,641000,2018,70000,Diesel,Maruti
16924,Maruti Swift Dzire,650000,2017,21000,Petrol,Maruti
16925,Hyundai Santro Xing,265000,2010,74000,Petrol,Hyundai
16926,Mahindra Xylo E6,225000,2011,35000,Diesel,Mahindra
16927,Mahindra XUV500 W10,1095000,2015,39838,Diesel,Mahindra
16928,Hyundai Xcent 1.1,360000,2014,80000,Diesel,Hyundai
16929,Hyundai Venue SX,949000,2020,6500,Petrol,Hyundai
16930,Renault KWID AMT,300000,2018,40000,Petrol,Renault
16931,Honda City i,840000,2017,40000,Petrol,Honda
16932,Tata Nexon 1.5,825000,2017,95000,Diesel,Tata
16933,Ford Ecosport 2015-2021,980000,2019,14000,Petrol,Ford
16934,Mercedes-Benz C-Class 220,2500000,2016,28000,Diesel,Mercedes-Benz
16935,Maruti Alto K10,231000,2012,70000,Petrol,Maruti
16936,Jeep Compass 2.0,1950000,2018,67000,Diesel,others
16937,Chevrolet Beat LT,285000,2011,12000,Petrol,Chevrolet
16938,Hyundai i20 Asta,815000,2018,5000,Petrol,Hyundai
16939,Tata Winger Deluxe,225000,2010,15000,Diesel,Tata
16940,Mahindra XUV500 W11,1667000,2019,20000,Diesel,Mahindra
16941,Maruti Wagon R,399000,2017,43000,CNG,Maruti
16942,Hyundai Verna VTVT,1040000,2018,26000,Petrol,Hyundai
16943,Chevrolet Beat PS,238000,2015,36714,Petrol,Chevrolet
16944,Maruti Ciaz VXi,600000,2015,30000,Petrol,Maruti
16945,Hyundai Xcent 1.1,385000,2016,79000,Diesel,Hyundai
16946,Chevrolet Aveo 1.4,200000,2010,50000,Petrol,Chevrolet
16947,Skoda Kodiaq 2.0,3850000,2019,3800,Diesel,Skoda
16948,Maruti Swift VXI,625000,2017,25000,Petrol,Maruti
16949,Hyundai Verna 1.6,839000,2017,100000,Diesel,Hyundai
16950,Mahindra XUV500 AT,1620000,2016,15000,Diesel,Mahindra
16951,Mahindra Quanto C6,250000,2013,77000,Diesel,Mahindra
16952,Hyundai Grand i10,425000,2014,89000,Diesel,Hyundai
16953,Hyundai i20 Petrol,690000,2018,10114,Petrol,Hyundai
16954,Mahindra XUV500 W8,500000,2013,60000,Diesel,Mahindra
16955,Maruti Alto 800,320000,2020,5000,Petrol,Maruti
16956,Maruti Celerio X,585000,2018,20000,Petrol,Maruti
16957,Hyundai Santro Xing,210000,2009,51000,LPG,Hyundai
16958,Maruti Baleno Zeta,680000,2017,21000,Petrol,Maruti
16959,Maruti Vitara Brezza,765000,2016,36355,Diesel,Maruti
16960,Renault Triber RXZ,770000,2020,4500,Petrol,Renault
16961,Maruti Swift LDI,497000,2016,70000,Diesel,Maruti
16962,Land Rover Freelander,1450000,2012,66000,Diesel,others
16963,Hyundai Xcent 1.2,570000,2018,20000,Petrol,Hyundai
16964,Honda Amaze VX,750000,2019,8700,Petrol,Honda
16965,Hyundai Verna Transform,300000,2010,100000,Petrol,Hyundai
16966,Maruti Ciaz 1.4,740000,2017,26000,Petrol,Maruti
16967,Maruti Alto LXi,200000,2008,30000,Petrol,Maruti
16968,Toyota Corolla Altis,375000,2010,65000,Petrol,Toyota
16969,Honda City 1.5,560000,2013,55243,Petrol,Honda
16970,Hyundai Grand i10,500000,2015,25000,Petrol,Hyundai
16971,Hyundai Verna SX,500000,2013,35212,Diesel,Hyundai
16972,Hyundai EON Magna,250000,2014,10000,Petrol,Hyundai
16973,Toyota Etios Liva,400000,2015,180000,Diesel,Toyota
16974,Tata Harrier XT,1660000,2019,21655,Diesel,Tata
16975,Maruti Swift Dzire,475000,2013,46100,Petrol,Maruti
16976,Ford Figo Petrol,355000,2011,40000,Petrol,Ford
16977,Nissan Kicks XL,950000,2019,10000,Petrol,Nissan
16978,Tata Nexon 1.5,844999,2018,31000,Diesel,Tata
16979,Skoda Laura Ambition,800000,2013,84000,Diesel,Skoda
16980,Toyota Etios V,300000,2012,70000,Petrol,Toyota
16981,Mercedes-Benz GL-Class 350,3500000,2014,87000,Diesel,Mercedes-Benz
16982,Honda City i,1025000,2016,34000,Diesel,Honda
16983,Mahindra Bolero SLE,478000,2015,66274,Diesel,Mahindra
16984,Maruti Swift Dzire,340000,2010,133000,Diesel,Maruti
16985,Volkswagen Vento 1.0,844999,2017,16219,Petrol,Volkswagen
16986,Tata Tiago 1.2,509999,2019,10000,Petrol,Tata
16987,Hyundai Grand i10,550000,2017,56169,Petrol,Hyundai
16988,Maruti Baleno Alpha,590000,2016,90000,Diesel,Maruti
16989,Maruti Wagon R,330000,2014,31692,Petrol,Maruti
16990,Skoda Superb Elegance,365000,2010,74000,Petrol,Skoda
16991,Maruti Swift ZDI,675000,2018,80000,Diesel,Maruti
16992,Chevrolet Beat Diesel,190000,2013,70000,Diesel,Chevrolet
16993,Hyundai Grand i10,590000,2019,5000,Petrol,Hyundai
16994,Toyota Etios Cross,585000,2017,60000,Petrol,Toyota
16995,Ford Figo Diesel,210000,2020,62000,Diesel,Ford
16996,Toyota Innova Crysta,1721000,2018,68600,Diesel,Toyota
16997,Audi A4 2.0,1725000,2013,45000,Diesel,Audi
16998,Volkswagen Vento 1.5,900000,2019,15000,Diesel,Volkswagen
16999,Chevrolet Cruze LTZ,500000,2012,70000,Diesel,Chevrolet
17000,Hyundai i10 Era,320000,2011,51359,Petrol,Hyundai
17001,Skoda Rapid 1.6,459999,2012,79000,Diesel,Skoda
17002,Maruti Eeco 5,175000,2012,65000,Petrol,Maruti
17003,Mercedes-Benz C-Class C,1180000,2012,50000,Diesel,Mercedes-Benz
17004,Tata Nexon 1.5,894999,2018,42388,Diesel,Tata
17005,Skoda Kodiaq 2.0,3800000,2019,3800,Diesel,Skoda
17006,Maruti Celerio ZXI,350000,2015,50000,Petrol,Maruti
17007,Maruti Vitara Brezza,960000,2018,9000,Diesel,Maruti
17008,Hyundai EON Magna,300000,2016,50000,Petrol,Hyundai
17009,Honda Mobilio E,470000,2015,40000,Petrol,Honda
17010,Maruti Swift Dzire,650000,2016,40000,Diesel,Maruti
17011,Hyundai Grand i10,390000,2016,15000,Petrol,Hyundai
17012,Maruti Alto LXi,130000,2009,70000,Petrol,Maruti
17013,Maruti Alto K10,385000,2018,25000,Petrol,Maruti
17014,Hyundai Verna 1.6,450000,2014,70000,Petrol,Hyundai
17015,Maruti Swift VXI,610000,2018,26000,Petrol,Maruti
17016,Honda Jazz VX,665000,2015,40000,Diesel,Honda
17017,Nissan Micra Diesel,350000,2012,64000,Diesel,Nissan
17018,Hyundai Grand i10,450000,2018,30000,Petrol,Hyundai
17019,Mercedes-Benz M-Class ML,2550000,2013,46000,Diesel,Mercedes-Benz
17020,Maruti Baleno Zeta,675000,2019,8800,Petrol,Maruti
17021,Hyundai Xcent 1.2,400000,2015,15000,Petrol,Hyundai
17022,Hyundai Santro Xing,266000,2009,40000,Petrol,Hyundai
17023,Hyundai Verna 1.6,590000,2014,90000,Diesel,Hyundai
17024,Ford Freestyle Titanium,630000,2019,17000,Petrol,Ford
17025,Maruti Swift VDI,350000,2013,106000,Diesel,Maruti
17026,BMW 3 Series,3300000,2017,72000,Diesel,BMW
17027,Honda Jazz Mode,319000,2010,56161,Petrol,Honda
17028,Ford Figo Diesel,300000,2011,35000,Diesel,Ford
17029,Ford Ecosport 2015-2021,700000,2015,100000,Diesel,Ford
17030,Maruti Swift VDI,300000,2013,67000,Diesel,Maruti
17031,Maruti Swift VXI,629000,2017,28000,Petrol,Maruti
17032,Honda City 2017-2020,200000,2006,38000,Petrol,Honda
17033,Ford Classic 1.4,375000,2014,110000,Diesel,Ford
17034,Maruti Swift VXI,570000,2017,5000,Petrol,Maruti
17035,Maruti Ertiga SHVS,800000,2017,50000,Diesel,Maruti
17036,Jaguar XJ 3.0L,3400000,2014,47100,Diesel,others
17037,Maruti Baleno Alpha,599000,2016,20000,Petrol,Maruti
17038,Renault KWID RXL,300000,2017,20000,Petrol,Renault
17039,Toyota Innova 2.5,400000,2009,180000,Diesel,Toyota
17040,BMW X5 xDrive,3350000,2014,60000,Diesel,BMW
17041,Skoda Rapid 1.6,525000,2014,70000,Diesel,Skoda
17042,Skoda Laura L,220000,2009,78000,Diesel,Skoda
17043,Mahindra Scorpio 2009-2014,650000,2014,69000,Diesel,Mahindra
17044,Skoda Rapid 1.5,850000,2016,60000,Diesel,Skoda
17045,Maruti Ciaz VDi,580000,2014,120000,Diesel,Maruti
17046,Hyundai Grand i10,450000,2015,50215,Petrol,Hyundai
17047,Hyundai Venue SX,1044999,2019,18700,Diesel,Hyundai
17048,Hyundai Santro Xing,300000,2014,35000,Petrol,Hyundai
17049,Maruti Ciaz VDi,660000,2016,100000,Diesel,Maruti
17050,Tata Hexa XT,1350000,2017,41723,Diesel,Tata
17051,Toyota Innova 2.5,685000,2011,68830,Diesel,Toyota
17052,Mahindra TUV 300,625000,2016,90000,Diesel,Mahindra
17053,Audi A6 2.0,1100000,2011,110000,Diesel,Audi
17054,Hyundai Verna VTVT,975000,2019,5630,Petrol,Hyundai
17055,Tata Indica V2,135000,2006,70000,Diesel,Tata
17056,Hyundai i20 2015-2017,655000,2015,109555,Diesel,Hyundai
17057,Maruti S-Cross 2017-2020,825000,2017,66000,Diesel,Maruti
17058,Hyundai Verna CRDi,290000,2009,90000,Diesel,Hyundai
17059,Honda Amaze E,390000,2013,75000,Diesel,Honda
17060,Tata Indica Vista,175000,2010,81000,Diesel,Tata
17061,Chevrolet Beat LT,170000,2011,25000,Petrol,Chevrolet
17062,Maruti Ertiga ZXI,1099000,2019,8000,Petrol,Maruti
17063,Maruti Ciaz 1.3,800000,2017,40000,Diesel,Maruti
17064,Toyota Fortuner 4x4,2150000,2015,120000,Diesel,Toyota
17065,Mercedes-Benz S-Class S,625000,2007,47200,Petrol,Mercedes-Benz
17066,Maruti Ignis 1.2,450000,2018,50000,Petrol,Maruti
17067,Hyundai Santro Xing,350000,2013,76945,Petrol,Hyundai
17068,Maruti Alto K10,200000,2014,110000,Petrol,Maruti
17069,Tata Zest Quadrajet,530000,2017,28000,Diesel,Tata
17070,Honda City i-VTEC,1095000,2017,53000,Petrol,Honda
17071,Maruti Swift DDiS,700000,2017,62904,Diesel,Maruti
17072,Hyundai Verna 1.6,625000,2012,58000,Diesel,Hyundai
17073,Volkswagen Vento 1.5,950000,2017,49000,Diesel,Volkswagen
17074,Mahindra XUV500 W10,1350000,2017,54212,Diesel,Mahindra
17075,Ford Fiesta 1.6,170000,2009,90000,Petrol,Ford
17076,Honda Amaze S,800000,2019,8760,Petrol,Honda
17077,Nissan Sunny XL,335000,2012,27693,Petrol,Nissan
17078,Renault Duster 85PS,395000,2013,62000,Diesel,Renault
17079,Renault KWID AMT,350000,2017,40000,Petrol,Renault
17080,Maruti Swift Dzire,675000,2016,70000,Diesel,Maruti
17081,Maruti Ciaz S,800000,2018,40000,Diesel,Maruti
17082,Hyundai i10 Magna,170000,2010,70000,Petrol,Hyundai
17083,Hyundai Creta 1.4,925000,2015,52000,Diesel,Hyundai
17084,Hyundai i20 Asta,625000,2015,80131,Diesel,Hyundai
17085,Maruti Celerio ZXI,484999,2016,41944,Petrol,Maruti
17086,Hyundai Elantra 2.0,1525000,2016,28000,Petrol,Hyundai
17087,Maruti Vitara Brezza,800000,2017,20000,Diesel,Maruti
17088,Honda Civic 1.8,275000,2010,60000,Petrol,Honda
17089,Maruti Ertiga SHVS,900000,2017,68000,Diesel,Maruti
17090,Chevrolet Beat Diesel,210000,2012,27000,Diesel,Chevrolet
17091,Hyundai Verna 1.6,550000,2014,89000,Diesel,Hyundai
17092,Maruti Swift VDI,390000,2014,90000,Diesel,Maruti
17093,Mahindra Bolero 2011-2019,545000,2010,47000,Diesel,Mahindra
17094,Jaguar XF 2.2,3190000,2014,28000,Diesel,others
17095,Ford Ecosport 2015-2021,865000,2017,63000,Petrol,Ford
17096,Honda City i,549000,2014,67000,Diesel,Honda
17097,Ford Figo 1.2P,575000,2016,49392,Petrol,Ford
17098,Honda WR-V i-DTEC,800000,2017,65000,Diesel,Honda
17099,Honda Brio E,300000,2013,75000,Petrol,Honda
17100,Hyundai Creta 1.6,1200000,2017,50000,Diesel,Hyundai
17101,Maruti Swift VDI,270000,2010,82465,Diesel,Maruti
17102,Maruti Swift LXI,280000,2012,90000,Petrol,Maruti
17103,Maruti Swift ZDi,525000,2012,92000,Diesel,Maruti
17104,Mahindra Thar CRDe,950000,2017,60000,Diesel,Mahindra
17105,Datsun RediGO S,270000,2017,17731,Petrol,others
17106,Toyota Fortuner 3.0,1100000,2011,85000,Diesel,Toyota
17107,Maruti Vitara Brezza,985000,2017,61326,Diesel,Maruti
17108,Maruti Celerio VXI,450000,2017,32000,Petrol,Maruti
17109,Hyundai Creta 1.6,800000,2015,57000,Petrol,Hyundai
17110,Hyundai Verna CRDi,860000,2018,42700,Diesel,Hyundai
17111,Mercedes-Benz GLA Class,2225000,2016,20000,Petrol,Mercedes-Benz
17112,Maruti Ertiga BSIV,585000,2014,35000,Petrol,Maruti
17113,Mahindra Xylo H4,700000,2018,70000,Diesel,Mahindra
17114,Maruti Wagon R,400000,2017,10000,Petrol,Maruti
17115,Maruti S-Cross 2017-2020,850000,2017,31210,Diesel,Maruti
17116,Honda Civic 1.8,400000,2008,110000,Petrol,Honda
17117,Maruti Ertiga VDI,785000,2015,78368,Diesel,Maruti
17118,Maruti SX4 S,650000,2017,44000,Diesel,Maruti
17119,Hyundai i20 1.2,550000,2015,37924,Petrol,Hyundai
17120,Ford Ecosport 1.5,425000,2014,104859,Diesel,Ford
17121,Ford Ecosport 2015-2021,831000,2017,63000,Diesel,Ford
17122,Hyundai Santro Xing,160000,2006,42653,Petrol,Hyundai
17123,Kia Seltos HTX,1950000,2019,7100,Diesel,others
17124,Honda Jazz 1.2,785000,2017,52377,Petrol,Honda
17125,Volkswagen Polo 2015-2019,750000,2017,14000,Petrol,Volkswagen
17126,Volkswagen Polo Diesel,675000,2016,70000,Diesel,Volkswagen
17127,Hyundai Grand i10,685000,2018,18000,Diesel,Hyundai
17128,Mercedes-Benz GLA Class,2150000,2014,70000,Diesel,Mercedes-Benz
17129,Hyundai Verna 1.6,1295000,2019,7000,Diesel,Hyundai
17130,Maruti Ciaz ZXi,635000,2015,49000,Petrol,Maruti
17131,Tata Nano XTA,120000,2015,15000,Petrol,Tata
17132,Honda City i,640000,2014,62000,Diesel,Honda
17133,Volkswagen Vento Petrol,400000,2013,34000,Petrol,Volkswagen
17134,Honda WR-V i-DTEC,725000,2017,66000,Diesel,Honda
17135,Renault KWID AMT,350000,2017,35000,Petrol,Renault
17136,Skoda Laura Ambiente,400000,2012,110000,Diesel,Skoda
17137,Hyundai Venue SX,1050000,2020,5000,Petrol,Hyundai
17138,Toyota Etios G,365000,2011,168986,Petrol,Toyota
17139,Hyundai i20 Asta,620000,2015,64000,Diesel,Hyundai
17140,Skoda Rapid 1.6,475000,2012,85600,Diesel,Skoda
17141,Hyundai EON Era,320000,2013,56856,Petrol,Hyundai
17142,Toyota Innova 2.5,645000,2013,77000,Diesel,Toyota
17143,Maruti Celerio VXI,495000,2015,57000,Petrol,Maruti
17144,Toyota Etios GD,450000,2016,165000,Diesel,Toyota
17145,Renault KWID 1.0,385000,2018,8627,Petrol,Renault
17146,Volkswagen Polo Diesel,290000,2013,100000,Diesel,Volkswagen
17147,Maruti Eeco 5,421000,2017,48000,CNG,Maruti
17148,Volkswagen Polo 1.2,385000,2013,56000,Petrol,Volkswagen
17149,Toyota Etios Liva,450000,2015,70000,Diesel,Toyota
17150,Hyundai Santro Xing,90000,2007,34000,Petrol,Hyundai
17151,Honda Brio 1.2,530000,2017,29000,Petrol,Honda
17152,Hyundai EON Magna,238000,2014,55060,Petrol,Hyundai
17153,Toyota Innova 2.5,425000,2008,193000,Diesel,Toyota
17154,Hyundai Grand i10,500000,2017,20000,Petrol,Hyundai
17155,Ford Ecosport 2015-2021,899000,2018,6500,Diesel,Ford
17156,Maruti Alto 800,185000,2013,90000,CNG,Maruti
17157,Volkswagen Polo 2015-2019,894999,2017,37450,Petrol,Volkswagen
17158,Honda City i,685000,2016,88102,Diesel,Honda
17159,Honda City 1.5,325000,2010,47000,Petrol,Honda
17160,Maruti Wagon R,296000,2012,37623,Petrol,Maruti
17161,Honda Amaze S,495000,2014,49000,Petrol,Honda
17162,Hyundai i20 Sportz,459999,2012,69000,Diesel,Hyundai
17163,Maruti Eeco 7,150000,2011,100000,Petrol,Maruti
17164,Hyundai Verna 1.6,525000,2013,90000,Diesel,Hyundai
17165,Maruti Swift Dzire,500000,2013,60855,Petrol,Maruti
17166,Maruti Swift Dzire,440000,2013,86300,Petrol,Maruti
17167,Hyundai i20 Asta,650000,2015,78000,Diesel,Hyundai
17168,Hyundai i10 Magna,210000,2011,50000,Petrol,Hyundai
17169,Maruti Wagon R,375000,2015,42100,CNG,Maruti
17170,Maruti Alto 800,300000,2015,35000,Petrol,Maruti
17171,Toyota Innova 2.5,700000,2008,143448,Diesel,Toyota
17172,Tata Tiago 1.05,484999,2017,39543,Diesel,Tata
17173,Renault KWID RXT,315000,2016,46000,Petrol,Renault
17174,Maruti Celerio ZXI,434999,2016,51000,Petrol,Maruti
17175,Mahindra XUV500 W10,1100000,2015,80000,Diesel,Mahindra
17176,Hyundai i20 Sportz,500000,2015,60000,Petrol,Hyundai
17177,Ford Fiesta 1.4,229999,2008,63600,Petrol,Ford
17178,Chevrolet Beat LS,225000,2011,29800,Petrol,Chevrolet
17179,Hyundai i20 1.2,655000,2017,50000,Petrol,Hyundai
17180,Ford Ecosport 2015-2021,900000,2018,40000,Diesel,Ford
17181,Tata Nano Twist,221000,2017,12598,Petrol,Tata
17182,Volkswagen Vento 1.6,915000,2018,9965,Petrol,Volkswagen
17183,Mahindra Bolero 2011-2019,530000,2013,39000,Diesel,Mahindra
17184,Toyota Innova Crysta,1490000,2016,35500,Diesel,Toyota
17185,Honda Amaze VX,415000,2013,70400,Petrol,Honda
17186,Maruti Wagon R,300000,2015,80000,CNG,Maruti
17187,Maruti Eeco 5,275000,2011,70000,Petrol,Maruti
17188,Maruti Swift VDI,350000,2012,120000,Diesel,Maruti
17189,Hyundai Xcent 2016-2017,490000,2017,32000,Petrol,Hyundai
17190,Toyota Innova 2.5,1025000,2014,115000,Diesel,Toyota
17191,Hyundai Grand i10,515000,2017,76000,Petrol,Hyundai
17192,Nissan Sunny Diesel,270000,2012,67000,Diesel,Nissan
17193,Honda City 2017-2020,400000,2008,120000,Petrol,Honda
17194,Volkswagen Polo 2015-2019,730000,2019,7000,Petrol,Volkswagen
17195,Maruti Ciaz ZXi,725000,2016,45000,Petrol,Maruti
17196,Honda City i,650000,2016,88000,Diesel,Honda
17197,Maruti Vitara Brezza,800000,2018,40000,Diesel,Maruti
17198,Maruti 800 Std,120000,2006,43950,Petrol,Maruti
17199,Ford Freestyle Titanium,775000,2019,30000,Diesel,Ford
17200,Volkswagen Polo GT,645000,2015,56084,Petrol,Volkswagen
17201,Maruti Alto K10,250000,2012,116006,Petrol,Maruti
17202,Maruti Wagon R,295000,2013,65000,Petrol,Maruti
17203,Mercedes-Benz GLA Class,2675000,2017,36345,Diesel,Mercedes-Benz
17204,Honda Civic V,1670000,2019,21000,Petrol,Honda
17205,Hyundai Santro Xing,225000,2005,48000,Petrol,Hyundai
17206,Maruti Swift Dzire,380000,2011,180000,Diesel,Maruti
17207,Renault KWID 1.0,310000,2017,25000,Petrol,Renault
17208,Mahindra XUV300 W8,1079000,2019,25000,Diesel,Mahindra
17209,Toyota Innova 2.5,1275000,2015,71000,Diesel,Toyota
17210,Maruti Eeco 7,365000,2016,40000,Petrol,Maruti
17211,Maruti Ritz LDi,283000,2012,83000,Diesel,Maruti
17212,Mahindra XUV500 W9,1500000,2017,60000,Diesel,Mahindra
17213,Hyundai Creta 1.6,1070000,2019,12000,Petrol,Hyundai
17214,BMW 5 Series,1855000,2012,65000,Diesel,BMW
17215,Ford Ecosport 1.5,475000,2014,58000,Diesel,Ford
17216,Chevrolet Beat Diesel,180000,2015,60000,Diesel,Chevrolet
17217,Hyundai Grand i10,495000,2016,28000,Petrol,Hyundai
17218,Maruti Vitara Brezza,850000,2017,90000,Diesel,Maruti
17219,Maruti Swift Dzire,530000,2016,73000,Petrol,Maruti
17220,Mercedes-Benz C-Class C,1000000,2012,64212,Diesel,Mercedes-Benz
17221,Tata Zest Quadrajet,370000,2017,90000,Diesel,Tata
17222,Maruti Swift LDI,550000,2016,85263,Diesel,Maruti
17223,Chevrolet Sail 1.2,375000,2016,37300,Petrol,Chevrolet
17224,Hyundai Xcent 1.2,375000,2015,320000,Petrol,Hyundai
17225,Nissan Sunny Diesel,355000,2014,94000,Diesel,Nissan
17226,Audi A6 35,2675000,2015,56227,Diesel,Audi
17227,Maruti Alto 800,220000,2016,2000,Petrol,Maruti
17228,Maruti Alto K10,360000,2016,31000,Petrol,Maruti
17229,Mahindra TUV 300,685000,2017,60000,Diesel,Mahindra
17230,Maruti Ciaz 1.4,690000,2017,31869,Petrol,Maruti
17231,Hyundai Santro Xing,160000,2011,37400,Petrol,Hyundai
17232,Audi A5 Sportback,4175000,2017,25000,Diesel,Audi
17233,Maruti Alto K10,400000,2017,23765,Petrol,Maruti
17234,Toyota Platinum Etios,650000,2018,90483,Diesel,Toyota
17235,Maruti Swift Dzire,350000,2013,64000,Petrol,Maruti
17236,Maruti Wagon R,300000,2013,34000,Petrol,Maruti
17237,Maruti Celerio VXI,375000,2014,52500,Petrol,Maruti
17238,Maruti Swift ZXI,204999,2008,57000,Petrol,Maruti
17239,Hyundai i20 Asta,975000,2019,15000,Diesel,Hyundai
17240,Maruti S-Cross 2017-2020,1000000,2019,30000,Diesel,Maruti
17241,Maruti Omni E,325000,2016,27000,Petrol,Maruti
17242,Audi Q3 35,1850000,2016,50000,Diesel,Audi
17243,Toyota Corolla Altis,385000,2009,167919,Petrol,Toyota
17244,Mahindra XUV500 W10,1570000,2017,34000,Diesel,Mahindra
17245,Mercedes-Benz M-Class ML,3100000,2016,147000,Diesel,Mercedes-Benz
17246,Ford Ecosport 2015-2021,885000,2017,40000,Diesel,Ford
17247,Maruti Ciaz VDi,630000,2016,63000,Diesel,Maruti
17248,BMW 3 Series,2690000,2016,45000,Diesel,BMW
17249,Mercedes-Benz GLA Class,2600000,2016,16600,Diesel,Mercedes-Benz
17250,Mercedes-Benz E-Class E,1850000,2013,39500,Petrol,Mercedes-Benz
17251,Hyundai i10 Magna,229999,2011,42000,Petrol,Hyundai
17252,Honda City 2017-2020,180000,2007,70000,Petrol,Honda
17253,Honda CR-V Diesel,3100000,2019,20000,Diesel,Honda
17254,Maruti Swift Dzire,450000,2016,80000,Diesel,Maruti
17255,Chevrolet Spark 1.0,165000,2013,10000,Petrol,Chevrolet
17256,Mercedes-Benz C-Class 230,800000,2010,75000,Petrol,Mercedes-Benz
17257,Hyundai EON Era,204999,2014,77000,Petrol,Hyundai
17258,Tata Indigo LX,315000,2011,69000,Diesel,Tata
17259,Chevrolet Sail 1.2,395000,2015,57323,Petrol,Chevrolet
17260,Maruti Alto K10,215000,2011,22900,Petrol,Maruti
17261,Hyundai Xcent 1.2,550000,2014,25000,Petrol,Hyundai
17262,Maruti Celerio VXI,509999,2018,20000,CNG,Maruti
17263,Ford Endeavour 2.5L,875000,2012,98000,Diesel,Ford
